name,perfume_url,brand,type,year,gender,family,image_url,concentration,facettes,date_creation,parfumeurs,description_title,description_text,notes_tete,notes_coeur,notes_fond
Y Eau de Parfum Intense,https://www.olfastory.com/parfum/y-eau-de-parfum-intense,Yves Saint Laurent,Eau de parfum,2023,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/y-eau-parfum-intense.jpg?itok=eoN0VI-I,Eau de parfum,Fougère,2023,Dominique Ropion,Inconnu,"Yves Saint-Laurent est un personnage atypique qui n'a jamais cessé de surprendre tout au long de son histoire. Derrière son apparente timidité, il cachait un esprit novateur. Travailleur acharné, il a littéralement révolutionné la mode jusqu'à atteindre le plein accomplissement. Or, c'est précisément toutes les valeurs que l'on retrouve dans la collection Y d'Yves Saint-Laurent. Initiée en 2017, celle-ci s'enrichit d'une nouvelle édition plus audacieuse, en 2023 : Y Eau de Parfum Intense.",Gingembre;Bergamote;Baies de genévrier,Sauge sclarée;Géranium;Lavande,Vétiver;Patchouli;Cèdre
Gentleman Society de Givenchy,https://www.olfastory.com/parfum/gentleman-society-de-givenchy,Givenchy,Eau de parfum,2023,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/gentleman-socity-givenchy.jpg?itok=c4ZfXK40,Eau de parfum,Boisée,2023,Inconnu,Inconnu,"En 1975, Hubert de Givenchy avait un pressentiment : il était convaincu que les hommes étaient enfin prêts à découvrir le « vrai parfum », moins timoré et doté d'une réelle personnalité. C'est ainsi qu'il élabora le tout premier Gentleman de Givenchy. En rupture totale avec les fragrances très fraîches de son époque, il affichait un tempérament de feu et le succès fut immédiat ! En 2017, Givenchy décida de moderniser sa fragrance, pour s'adresser aux hommes d'aujourd'hui. En 2023, l'épopée de ce parfum de légende se poursuit. Givenchy vous présente Gentleman Society.",Cardamome;Sauge sclarée,Narcisse;Vétiver,Vanille;Palo Santo;Cèdre
Kenzo Homme eau de toilette Marine,https://www.olfastory.com/parfum/kenzo-homme-eau-de-toilette-marine,Kenzo,Eau de toilette,2023,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/kenzo-homme-eau-toilette-marine-kenzo.jpg?itok=CwNloZtr,Eau de toilette,Aromatique,2023,Inconnu,Inconnu,"l'image d'un homme face à l'immensité de la nature Kenzo Homme Eau de Toilette Marine est une création qui nous projette au premier matin du monde, face à une nature encore vierge. Devant la splendeur des éléments, l'homme se tient debout. Il se charge d'énergie au contact du paysage environnant et laisse son regard se perdre à l'horizon. Ici, le décor se veut particulièrement aquatique.",Note marine;Calypsone;Noix de muscade,Pin;Patchouli,Santal;Cèdre
Boss Bottled Parfum d’Hugo Boss,https://www.olfastory.com/parfum/boss-bottled-parfum-dhugo-boss,Hugo Boss,Eau de parfum,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/boss-bottled-parfum.jpg?itok=pO8zFooL,Eau de parfum,Boisée,2022,Annick Menardo,Inconnu,"Chez Hugo Boss, l’élégance de l’homme se matérialise par un savant mélange de classicisme et de modernité. C’est ainsi qu’est conçu chacun de ses costumes, dans la plus haute tradition et avec les meilleurs tissus. C’est également ainsi qu’a été élaboré son très célèbre parfum Boss Bottled, en 1998. Aujourd’hui, en 2022, celui-ci est remis à l’honneur dans une nouvelle version, plus sophistiquée et bien plus concentrée. Hugo Boss nous présente Boss Bottled Parfum.",Mandarine;Encens,Iris;Figuier,Cèdre;Cuir
Coach Open Road,https://www.olfastory.com/parfum/coach-open-road,Coach,Eau de cologne,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/coach-open-road.jpg?itok=SNsoXg5r,Eau de cologne,Aromatique,2022,Jean-Christophe Herault,Inconnu,"Coach est née au cœur de New York, en 1941. Très célèbre pour ses sacs à main en cuir et ses autres articles de maroquinerie, elle est aujourd'hui dirigée d'une main de maître par le talentueux Stuart Verves. Qui plus est, depuis quelques années, Coach propose également des parfums. En 2022, sa fragrance nous invite à vivre un voyage hors du commun, par-delà les frontières, en direction de la côte ouest-américaine. Le nom de son nouveau périple olfactif ? Coach Open Road.",Citron;Pomme,Poivre;Sauge sclarée;Lavande,Vétiver;Cèdre;Patchouli
Ralph's Club Parfum,https://www.olfastory.com/parfum/ralphs-club-parfum,Ralph Lauren,Eau de parfum,2022,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/ralph-club-ralph-lauren.jpg?itok=mPvB2Fzj,Eau de parfum,Boisée,2022,Dominique Ropion,Inconnu,"S’étant d’abord illustrée dans l’univers de la mode et de la décoration, la maison Ralph Lauren s’est ensuite invitée dans le monde des parfums, en confectionnant notamment des jus masculins, très inspirés de l’univers du polo, sport équestre très cher au cœur du créateur Ralph Lauren. Cependant, l’année 2021 a marqué un tournant dans cette histoire olfactive. Ralph Lauren a donné naissance au tout premier Ralph’s Club, comme pour inviter les hommes dans son univers très sélectif. En 2022, une nouvelle soirée VIP s’annonce. Bienvenue dans le nouveau club privé de Ralph’s Club Parfum !",Lavande;Sauge sclarée,Cèdre,Vétiver
Scandal Pour Homme Le Parfum,https://www.olfastory.com/parfum/scandal-pour-homme-le-parfum,Jean-Paul Gaultier,Eau de parfum,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/scandal-homme-le_parfum-gaultier.jpg?itok=07xTelkG,Eau de parfum,Boisée,2022,Inconnu,Inconnu,"Jean-Paul Gaultier est une illustre figure de la mode. Cependant, il n’est pas uniquement connu pour ses créations de vêtements. Il est au moins tout aussi célèbre pour son audace et son sens inné du scandale ! En effet, tout au long de sa carrière, il n’a jamais hésité à surprendre son public. C’est donc tout naturellement qu’il a conçu une eau de toilette féminine nommée Scandal, en 2017. Comptant parmi les best-sellers olfactifs de l’enseigne, ce jus ne cesse, depuis sa sortie, d’être réinventé, année après année. En 2022, son souffle naturellement sulfureux s’intensifie. Jean-Paul Gaultier donne naissance à Scandal Le Parfum.",Géranium,Fève tonka,Santal
Code Parfum,https://www.olfastory.com/parfum/code-parfum,Armani,Extrait,2022,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/armani-code-parfum_0.jpg?itok=JiQrSA17,Extrait,Boisée,2022,Antoine Maisondieu,Inconnu,"C’est indéniable : un costume noir est beaucoup plus séduisant que tous les autres vêtements. Le choix rigoureux des matières premières, le souci du détail permanent et les lignes simples et épurées lui ajoutent encore de la prestance. C’est donc précisément dans ce registre que s’inscrit depuis toujours la maison italienne Armani. En 2004, celle-ci décida d’ajouter à ce code vestimentaire une touche de parfum singulière : Amani Code. En 2022, cette fragrance culte se modernise et devient Amani Code Parfum.",Bergamote,Iris;Sauge sclarée;Aldéhydes,Fève tonka;Cèdre
L'Eau d'Issey pour Homme Summer Edition,https://www.olfastory.com/parfum/leau-dissey-pour-homme-summer-edition,Issey Miyaké,Eau de toilette,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/l-eau-d-issey-pour-homme-summer-edition.jpg?itok=v9JAHwTt,Eau de toilette,Aromatique,2022,Daphné Bugey;Dora Baghriche;Marie Salamagne,"L’Eau d’Issey pour Homme Summer Edition 2022, un parfum élaboré comme un voyage signé Issey Miyake","L’Eau d’Issey pour Homme Summer Edition 2022, un parfum élaboré comme un voyage signé Issey MiyakeTout commença en 1992, lorsque le créateur Issey Miyake décida d’imaginer un parfum dédié aux mouvements de l’eau : L’Eau d’Issey. D’abord conçu pour les femmes, ce jus se déclina rapidement en une édition masculine, dès 1994.",Note marine;Citron;Bergamote,Eucalyptus;Basilic;Jasmin,Pin;Cyprès;Cèdre
Light Blue Homme Italian Love,https://www.olfastory.com/parfum/light-blue-homme-italian-love,Dolce & Gabbana,Eau de toilette,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/light-blue-italian-love-dolce-gabbana.jpg?itok=WrX-ug2Z,Eau de toilette,Inconnu,2022,Shyamala Maisondieu,"Light Blue Homme Italian Love de Dolce & Gabbana, une escapade estivale à Capri","Light Blue Homme Italian Love de Dolce & Gabbana, une escapade estivale à CapriL’Italie est un pays riche de charme, qui séduit tout autant par la beauté de son architecture que par son histoire et ses sublimes plages. En toute logique, l’Italie est une destination touristique très privilégiée à l’heure des vacances d’été.",Pamplemousse;Bergamote,Ozone;Feuille de violette;Note verte;Bois de Cachemire,Vétiver;Musc;Patchouli;Bois de gaiac
D by Diesel,https://www.olfastory.com/parfum/d-diesel,Diesel,Eau de toilette,2022,Homme,Fougère,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/d-by-diesel-eau-de-toilette.jpg?itok=NP02KN1i,Eau de toilette,Inconnu,2022,Inconnu,D by Diesel une fragrance fraîche et originale,"D by Diesel une fragrance fraîche et originaleDiesel est une marque qui a été fondée en 1978, en Italie, et qui a toujours eu un esprit profondément visionnaire. En effet, si Diesel se nomme ainsi, c’est tout simplement parce qu’il s’agit d’un mot qui se prononce facilement dans toutes les langues.",Gingembre,Lavande,Vanille
The Most Wanted Parfum,https://www.olfastory.com/parfum/most-wanted-parfum,Azzaro,Autre,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/the-most-wanted-parfum-azzaro.jpg?itok=zLZy3mG-,Autre,Epicée,2022,Inconnu,"The Most Wanted le Parfum, la nouvelle fragrance séduisante d'Azzaro","The Most Wanted le Parfum, la nouvelle fragrance séduisante d'AzzaroAzzaro est considérée par beaucoup d'hommes comme l'une des marques les plus méditerranéennes et les plus luxueuses au monde. En effet, depuis sa création, elle ne cesse de défendre des valeurs typiquement italiennes, tout en incarnant le portrait d'un homme charismatique et résolument viril.",Gingembre,Notes Boisées,Vanille
Hugo Reflective,https://www.olfastory.com/parfum/hugo-reflective,Hugo Boss,Eau de toilette,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hugo-boss-reflective.jpg?itok=0OjGOYdf,Eau de toilette,Aromatique,2022,Inconnu,"Hugo Reflective, le parfum d'un homme qui ose s'affirmer","Hugo Reflective, le parfum d'un homme qui ose s'affirmerHabituellement, la maison Hugo Boss est plutôt associée à l’image d’un homme charismatique, issu d’une haute classe sociale, et à qui tout réussit. Elle est le symbole d’un homme d’affaires ambitieux et déterminé. Pourtant, il arrive aussi parfois à la marque Hugo Boss de jouer davantage dans le registre de la décontraction.",Agrumes,Cyprès,Vétiver
Habit Rouge L'Instinct,https://www.olfastory.com/parfum/habit-rouge-linstinct,Guerlain,Eau de toilette,2022,Homme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/habit-rouge-instinct-guerlain.jpg?itok=yRECu-lt,Eau de toilette,Cuir,2022,Delphine Jelk,"Habit Rouge L’Instinct de Guerlain, une nouvelle plongée dans l’univers équestre","Habit Rouge L’Instinct de Guerlain, une nouvelle plongée dans l’univers équestreShalimar, La Petite Robe Noire, Vétiver, Héritage, Idylle, L’Homme Idéal... Ils sont tous des légendes de la parfumerie que l’on doit au talent et au savoir-faire intemporel de la maison Guerlain.",Note verte;Bergamote;Pamplemousse,Cannabis;Maté;Rose,Cuir;Patchouli;Vanille
Pour un Homme de Caron Le Soir,https://www.olfastory.com/parfum/pour-un-homme-de-caron-le-soir,Caron,Eau de parfum,2022,Homme,Fougère,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/pour-un-homme-de-caron-le-soir.jpg?itok=L67HTD2m,Eau de parfum,Ambrée,2022,Jean Jacques,"Pour Un Homme Le Soir de Caron, la réinvention nocturne d'une légende de la parfumerie","Pour Un Homme Le Soir de Caron, la réinvention nocturne d'une légende de la parfumerieLa parfumerie masculine a considérablement évolué au cours des dernières années. En effet, au début du XXe siècle, les parfums pour hommes tels que nous les connaissons aujourd’hui n’existaient pas. Il fallut le talent et l’esprit visionnaire d’Ernest Daltroff pour que tout change...",Lavande;Cyprès,Iris;Feuille de violette,Bois de Chêne;Ambroxan;Fève tonka;Vanille
Pour un Homme de Caron Le Matin,https://www.olfastory.com/parfum/pour-un-homme-de-caron-le-matin,Caron,Eau de toilette,2022,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/pour-un-homme-caron-le-matin.jpg?itok=pDe3vLUZ,Eau de toilette,Fougère,2022,Jean Jacques,Pour Un Homme de Caron Le Matin,"Pour Un Homme de Caron Le MatinC’est indéniable : la parfumerie masculine a considérablement évolué au cours des dernières décennies. En effet, au début des années 1900, les hommes ne se parfumaient pas. Ils utilisaient simplement de l’eau de Cologne pour parfaire leur rituel de toilette.",Gingembre;Bergamote;Petitgrain,Lavande;Géranium,Patchouli;Bois de gaiac;Mousse de chêne
Terre d’Hermès Eau Givrée,https://www.olfastory.com/parfum/terre-dhermes-eau-givree,Hermès,Eau de parfum,2022,Homme,Hespéridée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/terre-d-hermes-eau-givree-eau-de-parfum.jpg?itok=BeeczBiN,Eau de parfum,Aromatique,2022,Christine Nagel,"Terre D'Hermes Eau Givrée, une nouvelle Eau de Parfum Fraîche pour l'été 2022","Terre D'Hermes Eau Givrée, une nouvelle Eau de Parfum Fraîche pour l'été 2022Dans notre dictionnaire de la langue française, il y a des mots qui ne trompent pas. Ce sont des sortes de mots magiques, résonnant avec force, des mots source... La Terre en fait partie ! Parce qu’elle est notre socle à tous, elle possède tout naturellement une portée universelle.",Cédrat,Genièvre,Notes Minérales;Notes Boisées
Invictus Platinum,https://www.olfastory.com/parfum/invictus-platinum,Paco Rabanne,Eau de parfum,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/invictus-platinum-eau-de-parfum-paco-rabanne.jpg?itok=a6IQDGz3,Eau de parfum,Aromatique,2022,Inconnu,"Invictus Platinum, la nouvelle Eau de Parfum Paco Rabanne","Invictus Platinum, la nouvelle Eau de Parfum Paco RabanneDepuis 2013, Paco Rabanne nous livre l’image d’un héros invaincu : Invictus. Lorsque celui-ci décide de conquérir le monde, il porte ses forces vers les cieux et fait gronder l’orage quitte à faire trembler le monde entier. Or, c’est précisément toute cette force qui a conquis les hommes aux quatre coins du monde.",Absinthe;Pamplemousse,Menthe;Lavande,Cyprès;Patchouli
Boss Bottled Marine,https://www.olfastory.com/parfum/boss-bottled-marine,Hugo Boss,Eau de toilette,2022,Homme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/boss-bottled-marine-eau-de-toilette-hugo-boss.jpg?itok=BVVHGk9j,Eau de toilette,Boisée,2022,Inconnu,Le souffle exaltant et contrasté de Boss Bottled Marine d’Hugo Boss,"Le souffle exaltant et contrasté de Boss Bottled Marine d’Hugo BossC'est en 1998 que fut conçu le tout premier parfum Boss Bottled… Premier d'une longue série ! Savant mélange de classicisme et de modernité, il ne tarda pas à devenir le best-seller de la maison Hugo Boss. Évitant le tape-à-l'oeil et ne faisant aucun compromis sur la qualité, ce jus symbolisait l'homme à l'apogée de sa réussite professionnelle.",Pomme;Menthe,Cannelle;Sauge sclarée,Bois de Cachemire;Patchouli
Coffret Explorer Ultra Blue,https://www.olfastory.com/parfum/coffret-explorer-ultra-blue,Montblanc,Eau de parfum,2022,Homme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/coffret-explorer-ultra-blue-eau-de-parfum-montblanc.jpg?itok=k_8UGOaj,Eau de parfum,Hespéridée;Marine,2022,Inconnu,"Explorer Ultra Blue de Montblanc, le coffret des aventuriers amoureux de la nature","Explorer Ultra Blue de Montblanc, le coffret des aventuriers amoureux de la natureC’est en 1906 que fut inaugurée la marque Montblanc... Cela fait donc plus de 100 ans qu’elle est un symbole de créativité et d’innovation. Si celle-ci est réputée pour ses stylos hautement qualitatifs, elle s’est aussi démarquée dans les secteurs de la maroquinerie, de l’horlogerie et de la parfumerie.",Agrumes,Note marine,Bois ambrés
